Squad,Comp,Player,Nation,Pos,Age,Born,MP,Minutes_Played,Mn_per_MP,Mins_Per_90,Starts,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,Goals,Assists,GoalsAssistsCombined,NonPKG,PK,PKatt,CrdY,CrdR,xG,xAG,npxG+xAG,PrgC,PrgP,Gls_Per90,Ast_Per90,G+A_Per90,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,Shots,Shots_on_Target,SoT_percent,G_per_Sh,G_per_SoT,Avg_Shot_Dist,FK_Standard,G_minus_xG_Expected,np:G_minus_xG_Expected,Passes_Completed,Passes_Attempted,Passes_Cmp_percent,PrgDist_Total,Passes_Cmp_Short,Passes_Att_Short,Passes_Cmp_percent_Short,Passes_Cmp_Medium,Passes_Att_Medium,Passes_Cmp_percent_Medium,Passes_Cmp_Long,Passes_Att_Long,Passes_Cmp_percent_Long,xA_Expected,A_minus_xAG_Expected,Key_Passes,Final_Third,PPA,CrsPA,TB_Pass,Crs_Pass,Offside_Passes,Blocked_Passes,Shot_Creating_Actions,SCA_90,TakeOnTo_Shot,FoulTo_Shot,DefAction_Shot,GoalCreatingAction,GCA90,TakeOn_Goal,Fld_Goal,DefAction_Goal,Tackles,Tackles_Won,Def_3rd_Tackles,Mid_3rd_Tackles,Att_3rd_Tackles,Tkl_percent_won,Lost_Challenges,Blocks,Sh_Blocked,Passes_Blocked,Interceptions,Clearances,ErrorsLead_ToShot,Att_Take,Succ_Take,Succ_percent_Take,Tkld_Take,Tkld_percent_Take,TotDist_Carries,PrgDist_Carries,Miscontrolls,Dispossessed,2CrdY,Fouls_Comitted,Fouls_Drawn,Offsides,Crosses,PK_Won,PK_Conceded,Own_Goals,Loose_Ball_Recoveries,Won_Aerial,Lost_Aerial,Won_percent_Aerial,Goals_Against_GK,SoT_Against_GK,Saves_GK,Save_percent_GK,Clean_Sheets_GK,CS_percent_GK,PK_Faced_GK,PK_Allowed_GK,PK_Saved_GK,PK_Missed_GK,Save_percent_Penalty_GK,FK_Goals_GK,CornerKick_Goals_GK,OG_GK,PSxG_GK,PSxG_per_SoT_GK,PSxG+_per_minus_GK,LaunchedPassesCompleted_GK,LaunchedAttempted_GK,Cmp_percent_Launched_GK,Att_Passes_GK,Throws_GK,Launch_percent_Passes_GK,AvgLen_Passes_GK,Att_Goal_Kicks_GK,AvgLen_GoalKick_GK,CrossesFaced_GK,CrossedStopped_GK,CrossedStopped_Perc_GK,OPA_Sweeper_GK,OPA_per_90_Sweeper_GK,AvgDist_Sweeper_GK
Schalke 04,Bundesliga,Éder Álvarez Balanta,COL,"MF,FW",29,1993,6,238,40,2.6,3,1.5,2,3,-1,0,0,0,0,0,0,3,0,0.1,0.3,0.4,3,12,0,0,0,0,0,0.05,0.1,0.15,1,1,100,0,0,17.5,0,-0.1,-0.1,64,91,70.3,408,21,29,72.4,34,39,87.2,9,18,50,0.2,-0.3,4,11,0,0,1,2,2,1,8,3.03,0,0,1,1,0.38,0,0,0,5,4,2,3,0,33.3,4,0,0,0,3,4,0,4,3,75,1,25,234,130,1,2,0,5,0,0,2,0,0,0,18,4,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Mehmet Aydin,GER,"DF,FW",20,2002,16,567,35,6.3,3,0.75,5,12,-7,0,0,0,0,0,0,0,0,0.2,0.8,1,9,15,0,0,0,0,0,0.03,0.12,0.15,5,0,0,0,,23.3,0,-0.2,-0.2,178,280,63.6,1260,88,112,78.6,72,105,68.6,15,35,42.9,0.3,-0.8,4,13,5,3,1,23,4,13,13,2.07,0,0,0,0,0,0,0,0,25,18,14,9,2,45.8,13,11,0,11,10,15,0,14,4,28.6,7,50,963,416,13,3,0,6,6,0,23,0,0,0,49,13,17,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Cédric Brunner,SUI,DF,28,1994,28,2315,83,25.7,28,0.79,22,54,-32,0,0,0,0,0,0,5,0,0.3,1.5,1.9,32,77,0,0,0,0,0,0.01,0.06,0.07,10,0,0,0,,24.4,0,-0.3,-0.3,779,1158,67.3,6288,317,373,85,368,510,72.2,86,221,38.9,2.2,-1.5,20,46,26,18,1,61,3,30,37,1.44,0,4,0,1,0.04,0,1,0,39,27,26,11,2,66.7,15,24,7,17,43,79,0,15,9,60,1,6.7,3186,1451,14,13,0,33,38,0,61,0,1,0,136,37,40,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Marius Bülter,GER,"FW,MF",29,1993,33,2598,79,28.9,30,0.91,29,60,-31,11,1,12,7,4,4,5,0,9,4.6,10.7,78,86,0.38,0.03,0.42,0.24,0.28,0.31,0.16,0.47,64,23,35.9,0.11,0.3,18.4,1,2,0.9,439,762,57.6,2502,258,332,77.7,127,230,55.2,37,94,39.4,4.6,-3.6,39,42,44,23,5,118,6,45,91,3.15,8,10,1,5,0.17,0,1,0,22,11,8,7,7,37.5,20,34,1,33,10,20,0,96,32,33.3,53,55.2,4349,2038,81,28,0,26,50,7,118,1,0,0,134,43,56,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Kerim Calhanoglu,GER,DF,19,2002,3,63,21,0.7,0,0.33,0,2,-2,0,0,0,0,0,0,0,0,0,0.2,0.2,3,3,0,0,0,0,0,0.04,0.23,0.27,1,0,0,0,,16.7,0,0,0,30,42,71.4,388,14,16,87.5,10,15,66.7,6,8,75,0.2,-0.2,3,0,2,1,0,2,0,3,4,5.71,0,0,0,0,0,0,0,0,2,1,2,0,0,100,0,1,0,1,0,3,0,3,0,0,3,100,79,45,3,0,0,3,1,0,2,0,1,0,3,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Dominick Drexler,GER,"MF,FW",32,1990,27,1366,51,15.2,16,0.89,18,33,-15,4,3,7,4,0,0,3,1,2.4,2.1,4.5,17,52,0.26,0.2,0.46,0.26,0.46,0.16,0.14,0.3,16,6,37.5,0.25,0.67,14.6,0,1.6,1.6,325,498,65.3,1661,159,215,74,110,154,71.4,29,57,50.9,1.6,0.9,19,30,20,9,2,47,2,27,46,3.03,2,2,1,5,0.33,1,0,0,25,17,12,10,3,40.9,13,18,2,16,8,12,0,21,10,47.6,9,42.9,1557,696,22,18,0,26,24,2,47,0,0,0,89,22,28,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Ralf Fährmann,GER,GK,33,1988,12,1025,85,11.4,12,1.25,11,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,304,442,68.8,8106,40,41,97.6,132,135,97.8,131,264,49.6,0.1,0,0,18,0,0,0,0,1,0,4,0.35,0,0,0,0,0,0,0,0,1,0,1,0,0,100,0,0,0,0,0,10,2,0,0,,0,,1391,899,0,0,0,0,1,0,0,0,0,0,21,2,0,100,13,55,43,78.2,5,41.7,2,1,0,1,0,0,1,1,12.4,0.21,0.4,99,217,45.6,358,50,45,36.8,83,48.9,162,11,6.8,9,0.79,11.6
Schalke 04,Bundesliga,Florian Flick,GER,MF,22,2000,8,512,64,5.7,5,0.63,6,12,-6,0,0,0,0,0,0,1,0,0.1,0,0.1,2,12,0,0,0,0,0,0.01,0.01,0.02,2,1,50,0,0,24.9,0,-0.1,-0.1,129,185,69.7,656,64,82,78,50,63,79.4,11,25,44,0.1,0,1,13,0,0,0,1,2,3,7,1.23,0,0,0,0,0,0,0,0,12,3,7,5,0,28.6,10,9,3,6,4,18,0,2,1,50,1,50,445,186,3,2,0,6,4,0,1,0,0,0,32,14,7,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Michael Frey,SUI,FW,28,1994,15,868,58,9.6,10,1,8,19,-11,0,3,3,0,0,0,2,0,1.7,1.8,3.5,10,22,0,0.31,0.31,0,0.31,0.18,0.19,0.37,27,9,33.3,0,0,15.8,0,-1.7,-1.7,127,222,57.2,507,81,129,62.8,33,49,67.3,4,12,33.3,1.3,1.2,10,14,5,2,2,8,1,9,15,1.55,0,0,0,4,0.41,0,0,0,13,5,2,8,3,30.8,9,6,0,6,2,1,0,20,5,25,12,60,786,231,40,12,0,30,10,8,8,0,0,0,26,43,60,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Leo Greiml,AUT,DF,21,2001,7,358,51,4,3,0.86,2,13,-11,0,0,0,0,0,0,2,0,0.1,0.1,0.2,4,10,0,0,0,0,0,0.03,0.02,0.05,1,1,100,0,0,10.8,0,-0.1,-0.1,160,197,81.2,1149,41,46,89.1,101,111,91,17,37,45.9,0.1,-0.1,1,10,1,0,1,3,0,1,3,0.75,0,0,0,0,0,0,0,0,10,5,4,5,1,41.7,7,7,3,4,3,16,0,1,1,100,0,0,598,357,3,0,0,12,2,0,3,0,1,0,21,10,5,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Justin Heekeren,GER,GK,21,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Andreas Ivan,ROU,MF,27,1995,1,46,46,0.5,0,0,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.08,0,0.08,1,0,0,0,,26.5,1,0,0,9,11,81.8,42,7,7,100,1,1,100,0,0,,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,100,35,19,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Moritz Jenz,GER,DF,23,1999,11,945,86,10.5,11,1.45,14,10,4,0,0,0,0,0,0,5,0,1,0,1.1,6,18,0,0,0,0,0,0.1,0,0.1,10,3,30,0,0,9.7,0,-1,-1,374,489,76.5,3387,103,126,81.7,201,231,87,69,121,57,0.2,0,1,20,2,1,0,1,2,4,12,1.14,0,0,2,0,0,0,0,0,14,11,8,5,1,62.5,3,16,10,6,8,53,1,2,1,50,1,50,1705,1018,9,2,0,19,5,2,1,0,1,0,62,34,19,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Marcin Kamiński,POL,DF,30,1992,8,632,79,7,7,1.5,13,22,-9,2,0,2,2,0,0,0,0,0.4,0.1,0.5,2,25,0.28,0,0.28,0.28,0.28,0.06,0.02,0.07,4,2,50,0.5,1,16.4,2,1.6,1.6,254,314,80.9,2285,81,88,92,124,144,86.1,47,73,64.4,0.1,-0.1,2,20,1,0,0,3,2,2,12,1.71,1,0,0,1,0.14,0,0,0,6,4,4,0,2,50,2,8,7,1,9,28,0,1,1,100,0,0,643,387,4,1,0,1,0,0,3,0,0,0,41,29,17,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Kenan Karaman,TUR,FW,28,1994,21,976,46,10.8,10,1.05,12,28,-16,1,2,3,1,0,0,2,0,2.5,1.4,3.8,23,18,0.09,0.18,0.28,0.09,0.28,0.23,0.13,0.35,22,8,36.4,0.05,0.13,13.8,0,-1.5,-1.5,129,209,61.7,514,84,118,71.2,35,55,63.6,5,12,41.7,1.3,0.6,7,13,9,2,0,22,1,10,21,1.94,1,3,0,5,0.46,1,1,0,11,8,3,5,3,25,9,9,1,8,3,9,0,39,11,28.2,14,35.9,1401,662,29,18,0,12,24,7,22,0,0,0,34,32,23,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Timothée Kolodziejczak,FRA,DF,30,1991,1,25,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,14,17,82.4,157,8,8,100,3,5,60,3,4,75,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,0,,14,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Soichiro Kozuki,JPN,"FW,MF",21,2000,5,379,76,4.2,5,0.6,1,5,-4,1,0,1,1,0,0,1,0,1.1,0.3,1.4,15,10,0.24,0,0.24,0.24,0.24,0.26,0.08,0.33,14,6,42.9,0.07,0.17,18.9,0,-0.1,-0.1,52,85,61.2,298,27,36,75,17,31,54.8,8,12,66.7,0.4,-0.3,4,3,3,2,0,15,0,4,10,2.37,0,0,0,0,0,0,0,0,6,4,3,3,0,66.7,2,5,0,5,3,3,0,16,6,37.5,9,56.3,615,276,9,8,0,7,5,0,15,0,0,0,18,3,8,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Alex Král,CZE,MF,24,1998,29,2357,81,26.2,26,0.93,27,52,-25,0,0,0,0,0,0,3,0,1.5,0.7,2.2,41,100,0,0,0,0,0,0.06,0.03,0.08,32,2,6.3,0,0,20.1,0,-1.5,-1.5,586,847,69.2,3421,255,335,76.1,256,331,77.3,51,103,49.5,1.8,-0.7,11,73,16,5,2,27,6,28,53,2.02,2,3,1,2,0.08,0,0,0,34,24,10,22,2,45.9,20,31,6,25,17,53,0,51,23,45.1,22,43.1,2960,1364,30,21,0,21,18,3,27,0,0,1,158,48,50,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Tom Krauß,GER,MF,21,2001,32,2514,79,27.9,31,0.97,23,52,-29,2,0,2,2,0,0,8,0,2.2,0.9,3.1,35,86,0.07,0,0.07,0.07,0.07,0.08,0.03,0.11,25,9,36,0.08,0.22,19.3,0,-0.2,-0.2,578,804,71.9,2927,291,376,77.4,233,284,82,35,70,50,1.4,-0.9,11,55,15,3,2,16,4,31,44,1.58,3,2,1,4,0.14,0,1,0,112,68,39,62,11,51,49,39,6,33,36,35,0,33,20,60.6,12,36.4,2630,1272,26,31,0,46,32,0,16,0,0,0,223,27,34,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Michael Langer,AUT,GK,37,1985,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Jordan Larsson,SWE,"FW,MF",25,1997,11,463,42,5.1,5,0.55,4,12,-8,0,0,0,0,0,0,0,0,1.2,0.4,1.7,5,12,0,0,0,0,0,0.24,0.09,0.32,10,0,0,0,,16.7,0,-1.2,-1.2,87,117,74.4,400,49,58,84.5,27,33,81.8,4,10,40,0.6,-0.4,4,7,5,0,0,2,0,5,11,2.13,1,0,0,0,0,0,0,0,8,5,1,7,0,22.2,7,9,0,9,4,3,0,13,4,30.8,7,53.8,508,164,4,7,0,7,6,1,2,0,0,0,23,6,11,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Danny Latza,GER,MF,32,1989,20,853,43,9.5,8,0.8,12,28,-16,0,1,1,0,0,0,2,0,0.9,0.2,1.1,11,33,0,0.11,0.11,0,0.11,0.1,0.02,0.12,16,2,12.5,0,0,19,1,-0.9,-0.9,310,394,78.7,1274,132,151,87.4,137,163,84,31,51,60.8,0.4,0.8,4,21,5,2,2,20,1,10,15,1.58,0,2,0,0,0,0,0,0,17,13,8,8,1,29.4,12,16,1,15,5,15,0,13,4,30.8,8,61.5,1080,561,7,8,0,13,12,0,20,0,0,0,60,14,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Henning Matriciani,GER,DF,22,2000,22,1863,85,20.7,22,1.09,27,42,-15,0,0,0,0,0,0,1,0,0.2,0.2,0.3,21,51,0,0,0,0,0,0.01,0.01,0.02,3,0,0,0,,19.4,0,-0.2,-0.2,638,883,72.3,4817,219,264,83,343,436,78.7,69,141,48.9,0.5,-0.2,3,38,8,4,0,20,1,26,21,1.01,1,0,1,4,0.19,0,0,1,43,23,28,12,3,43.3,34,28,11,17,23,57,1,15,6,40,9,60,2263,1077,17,10,0,19,11,0,20,0,0,0,120,32,24,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Keke Maximilian Topp,GER,FW,18,2004,1,20,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16,0,0.16,1,0,0,0,,11.5,0,0,0,4,5,80,42,2,2,100,1,1,100,1,1,100,0.2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,2,100,52,38,0,0,0,1,0,0,1,0,0,0,0,1,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Tobias Mohr,GER,"DF,MF",26,1995,18,839,47,9.3,8,0.78,11,16,-5,0,3,3,0,0,0,0,0,0.6,1.6,2.2,20,28,0,0.32,0.32,0,0.32,0.07,0.17,0.24,12,1,8.3,0,0,19.3,1,-0.6,-0.6,308,506,60.9,2809,108,135,80,137,193,71,55,139,39.6,2,1.4,20,24,13,8,1,87,1,18,29,3.11,1,1,0,4,0.43,0,0,0,8,5,3,5,0,28.6,5,14,5,9,8,19,0,7,4,57.1,2,28.6,1526,793,8,8,0,5,4,0,87,0,0,0,51,8,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Joey Müller,GER,MF,21,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Thomas Ouwejan,NED,DF,25,1996,17,903,53,10,10,0.47,9,27,-18,0,1,1,0,0,0,1,0,0.1,1.2,1.4,14,41,0,0.1,0.1,0,0.1,0.01,0.12,0.14,5,1,20,0,0,25.8,0,-0.1,-0.1,295,503,58.6,3049,118,149,79.2,135,190,71.1,36,123,29.3,1.7,-0.2,18,21,15,7,0,96,7,17,29,2.89,0,0,1,2,0.2,0,0,0,20,8,13,5,2,60,4,17,4,13,13,27,0,5,1,20,4,80,1297,525,9,4,0,6,6,1,96,0,1,0,61,4,13,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Sebastian Polter,GER,FW,31,1991,19,630,33,7,5,0.84,14,22,-8,2,3,5,2,0,0,3,0,2,1,3,4,11,0.29,0.43,0.71,0.29,0.71,0.28,0.15,0.43,12,7,58.3,0.17,0.29,9.8,0,0,0,84,160,52.5,290,44,80,55,28,50,56,1,4,25,0.8,2,9,5,5,0,0,2,5,3,16,2.29,0,1,0,4,0.57,0,1,0,4,3,0,4,0,25,3,4,0,4,1,6,0,4,2,50,2,50,373,131,26,11,0,23,11,3,2,0,0,0,24,39,35,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Sidi Sané,GER,FW,19,2003,1,25,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,7,7,100,6,1,1,100,3,3,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,15,12,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Julius Schell,GER,MF,22,2000,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Alexander Schwolow,GER,GK,30,1992,23,2035,88,22.6,22,0.83,24,58,-34,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,,5.5,0,-0.1,-0.1,567,853,66.5,15113,87,88,98.9,231,234,98.7,246,524,46.9,0.2,-0.1,1,32,2,0,0,0,3,1,10,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,3,0,0,,0,,2288,1124,0,0,0,0,4,0,0,0,0,0,30,3,1,75,58,138,80,60.9,2,9.1,4,4,0,0,0,1,6,0,45.8,0.31,-12.2,180,441,40.8,676,79,46.4,38.4,174,55.2,321,7,2.2,23,1.02,15
Schalke 04,Bundesliga,Tim Skarke,GER,"FW,MF",25,1996,9,440,49,4.9,6,1.11,4,8,-4,1,1,2,1,0,0,0,0,0.5,0.9,1.4,4,13,0.2,0.2,0.41,0.2,0.41,0.11,0.17,0.28,11,4,36.4,0.09,0.25,23.7,1,0.5,0.5,94,145,64.8,486,41,55,74.5,37,55,67.3,9,16,56.3,0.9,0.1,10,6,3,3,0,22,1,9,19,3.87,0,1,1,1,0.2,0,0,0,13,7,3,8,2,72.7,3,5,0,5,0,4,0,11,2,18.2,9,81.8,509,182,16,5,0,4,7,3,22,0,0,0,29,4,12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Simon Terodde,GER,FW,34,1988,32,1823,57,20.3,21,0.97,21,40,-19,5,0,5,5,0,1,5,0,6.3,2.3,7.9,5,19,0.25,0,0.25,0.25,0.25,0.31,0.12,0.43,43,19,44.2,0.12,0.26,12.4,0,-1.3,-0.5,212,316,67.1,473,121,161,75.2,65,97,67,9,13,69.2,1.4,-2.3,22,16,7,0,1,2,0,7,57,2.81,1,6,0,5,0.25,0,2,0,15,8,4,7,4,21.4,11,6,2,4,6,9,0,13,2,15.4,8,61.5,671,191,43,16,0,37,36,26,2,2,0,0,40,71,119,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Maya Yoshida,JPN,DF,33,1988,29,2553,88,28.4,28,0.83,23,54,-31,0,0,0,0,0,0,4,0,1,0.1,1.1,7,85,0,0,0,0,0,0.04,0,0.04,12,2,16.7,0,0,13.9,0,-1,-1,1071,1407,76.1,8479,252,318,79.2,653,729,89.6,163,326,50,0.8,-0.1,4,70,10,1,2,8,6,9,28,0.99,0,3,1,0,0,0,0,0,34,22,19,13,2,62.1,11,40,29,11,46,132,2,8,6,75,2,25,3625,1620,12,2,0,20,18,1,8,0,1,0,168,83,42,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schalke 04,Bundesliga,Rodrigo Zalazar,URU,"MF,FW",22,1999,22,1321,60,14.7,15,1.09,18,22,-4,1,6,7,1,0,0,4,0,3.1,4.5,7.5,26,34,0.07,0.41,0.48,0.07,0.48,0.21,0.31,0.51,38,13,34.2,0.03,0.08,21.6,10,-2.1,-2.1,253,429,59,1977,108,144,75,78,112,69.6,59,134,44,4.6,1.5,35,20,18,7,6,115,4,20,63,4.3,3,7,0,8,0.55,0,0,0,16,8,5,9,2,37.5,15,16,1,15,7,13,0,83,35,42.2,36,43.4,2292,785,52,31,0,22,36,4,115,0,0,0,97,24,39,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,La Liga,Marcos Acuña,ARG,DF,30,1991,30,1912,64,21.2,21,1.33,27,34,-7,3,2,5,3,0,0,10,3,1.2,4.3,5.5,49,102,0.14,0.09,0.24,0.14,0.24,0.05,0.2,0.26,21,5,23.8,0.14,0.6,25.6,1,1.8,1.8,970,1307,74.2,6997,446,499,89.4,380,491,77.4,128,260,49.2,5.7,-2.3,38,71,38,19,3,147,2,25,65,3.04,3,0,0,4,0.19,0,0,0,57,36,34,17,6,71.4,12,16,5,11,23,36,0,54,26,48.1,23,42.6,4070,2178,29,20,0,32,34,1,147,0,1,0,141,30,18,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,La Liga,Carlos Álvarez,ESP,MF,18,2003,1,10,10,0.1,0,3,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,4,4,100,0,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,,0,,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,La Liga,Matías Árbol,ESP,GK,19,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,La Liga,Yassine Bounou,MAR,GK,31,1991,25,2151,86,23.9,25,1.04,27,42,-15,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,717,949,75.6,13212,155,155,100,341,349,97.7,219,440,49.8,0,0,0,7,0,0,0,0,2,0,2,0.08,0,0,0,0,0,0,0,0,2,1,2,0,0,25,3,0,0,0,2,11,1,1,1,100,0,0,2682,1374,4,0,0,0,1,0,0,0,0,0,34,4,2,66.7,41,106,66,63.2,4,16,3,2,1,0,33.3,1,3,2,37.3,0.34,-1.7,115,303,38,785,92,27.9,30.9,162,42.1,308,20,6.5,39,1.63,17.4
Sevilla,La Liga,Jesús Corona,MEX,FW,29,1993,4,111,28,1.2,1,0.75,3,2,1,1,0,1,1,0,0,0,0,0.5,0.2,0.7,3,3,0.81,0,0.81,0.81,0.81,0.37,0.2,0.57,1,1,100,1,1,11.8,0,0.5,0.5,33,42,78.6,40,22,22,100,8,13,61.5,2,4,50,0.2,-0.2,3,1,2,0,0,3,0,2,5,4.02,1,0,0,1,0.8,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,7,3,42.9,4,57.1,219,109,5,2,0,2,5,1,3,0,0,0,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevilla,La Liga,Lulo Dasilva,ESP,MF,19,2002,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
